Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1772709353,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1772709354,2,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1772709355,4,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1772709356,6,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1772709357,8,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1772709358,10,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1772709359,14,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1772709360,16,,Aggregated,0.000000,0.000000,6600,6600,6600,6600,6600,6600,6600,6600,6600,6600,6600,1,0,6601.351400000567,6601.351400000567,6601.351400000567,6601.351400000567,256.0
1772709361,18,,Aggregated,0.000000,0.000000,6600,6600,6600,6600,6600,6600,6600,6600,6600,6600,6600,1,0,6601.351400000567,6601.351400000567,6601.351400000567,6601.351400000567,256.0
1772709362,20,,Aggregated,0.000000,0.000000,6600,6600,6600,6600,6600,6600,6600,6600,6600,6600,6600,1,0,6601.351400000567,6601.351400000567,6601.351400000567,6601.351400000567,256.0
1772709363,22,,Aggregated,0.125000,0.000000,6800,6800,6800,6800,6800,6800,6800,6800,6800,6800,6800,2,0,6601.351400000567,6679.441700000098,6601.351400000567,6757.531999999628,782.0
1772709364,24,,Aggregated,0.111111,0.000000,6800,6800,11000,11000,11000,11000,11000,11000,11000,11000,11000,3,0,6800.0,8051.078799999232,6601.351400000567,10794.3529999975,607.0
1772709365,26,,Aggregated,0.111111,0.000000,6800,6800,11000,11000,11000,11000,11000,11000,11000,11000,11000,3,0,6800.0,8051.078799999232,6601.351400000567,10794.3529999975,607.0
1772709366,28,,Aggregated,0.111111,0.000000,6800,6800,11000,11000,11000,11000,11000,11000,11000,11000,11000,3,0,6800.0,8051.078799999232,6601.351400000567,10794.3529999975,607.0
1772709367,30,,Aggregated,0.200000,0.000000,10000,10000,11000,11000,11000,11000,11000,11000,11000,11000,11000,4,0,6800.0,8618.426125000042,6601.351400000567,10794.3529999975,1062.5
1772709368,32,,Aggregated,0.300000,0.000000,7400,10000,10000,11000,11000,11000,11000,11000,11000,11000,11000,5,0,7400.0,8381.458659999771,6601.351400000567,10794.3529999975,1110.8
1772709369,34,,Aggregated,0.300000,0.000000,7400,10000,10000,11000,11000,11000,11000,11000,11000,11000,11000,5,0,7400.0,8381.458659999771,6601.351400000567,10794.3529999975,1110.8
