Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1772708860,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1772708861,2,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1772708862,4,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1772708863,5,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1772708864,5,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1772708865,5,,Aggregated,0.000000,0.000000,4600,4600,4600,4600,4600,4600,4600,4600,4600,4600,4600,1,0,4557.046199999604,4557.046199999604,4557.046199999604,4557.046199999604,1306.0
1772708866,5,,Aggregated,0.000000,0.000000,4600,4600,4600,4600,4600,4600,4600,4600,4600,4600,4600,1,0,4557.046199999604,4557.046199999604,4557.046199999604,4557.046199999604,1306.0
1772708867,5,,Aggregated,0.000000,0.000000,4600,4600,4600,4600,4600,4600,4600,4600,4600,4600,4600,1,0,4557.046199999604,4557.046199999604,4557.046199999604,4557.046199999604,1306.0
1772708868,5,,Aggregated,0.166667,0.000000,8100,8100,8100,8100,8100,8100,8100,8100,8100,8100,8100,2,0,4600.0,6328.549800000474,4557.046199999604,8100.053400001343,1305.5
1772708869,5,,Aggregated,0.166667,0.000000,8100,8100,8100,8100,8100,8100,8100,8100,8100,8100,8100,2,0,4600.0,6328.549800000474,4557.046199999604,8100.053400001343,1305.5
1772708870,5,,Aggregated,0.166667,0.000000,8100,8100,8100,8100,8100,8100,8100,8100,8100,8100,8100,2,0,4600.0,6328.549800000474,4557.046199999604,8100.053400001343,1305.5
1772708871,5,,Aggregated,0.166667,0.000000,8100,8100,8100,8100,8100,8100,8100,8100,8100,8100,8100,2,0,4600.0,6328.549800000474,4557.046199999604,8100.053400001343,1305.5
1772708872,5,,Aggregated,0.166667,0.000000,8100,8100,8100,8100,8100,8100,8100,8100,8100,8100,8100,2,0,4600.0,6328.549800000474,4557.046199999604,8100.053400001343,1305.5
1772708873,5,,Aggregated,0.200000,0.000000,8100,8100,8600,8600,8600,8600,8600,8600,8600,8600,8600,3,0,8100.0,7085.404566667421,4557.046199999604,8599.114100001316,1301.6666666666667
1772708874,5,,Aggregated,0.200000,0.000000,8100,8100,8600,8600,8600,8600,8600,8600,8600,8600,8600,3,0,8100.0,7085.404566667421,4557.046199999604,8599.114100001316,1301.6666666666667
1772708875,5,,Aggregated,0.200000,0.000000,8100,8100,8600,8600,8600,8600,8600,8600,8600,8600,8600,3,0,8100.0,7085.404566667421,4557.046199999604,8599.114100001316,1301.6666666666667
1772708876,5,,Aggregated,0.200000,0.000000,8100,8100,8600,8600,8600,8600,8600,8600,8600,8600,8600,3,0,8100.0,7085.404566667421,4557.046199999604,8599.114100001316,1301.6666666666667
1772708877,5,,Aggregated,0.200000,0.000000,8100,8100,8600,8600,8600,8600,8600,8600,8600,8600,8600,3,0,8100.0,7085.404566667421,4557.046199999604,8599.114100001316,1301.6666666666667
1772708878,5,,Aggregated,0.200000,0.000000,8100,8100,8600,8600,8600,8600,8600,8600,8600,8600,8600,3,0,8100.0,7085.404566667421,4557.046199999604,8599.114100001316,1301.6666666666667
1772708879,5,,Aggregated,0.200000,0.000000,8100,8100,8600,8600,8600,8600,8600,8600,8600,8600,8600,3,0,8100.0,7085.404566667421,4557.046199999604,8599.114100001316,1301.6666666666667
1772708880,5,,Aggregated,0.200000,0.000000,8600,12000,12000,19000,19000,19000,19000,19000,19000,19000,19000,5,0,8600.0,10474.757240000326,4557.046199999604,19327.819599999202,883.6
1772708881,5,,Aggregated,0.200000,0.000000,8600,12000,12000,19000,19000,19000,19000,19000,19000,19000,19000,5,0,8600.0,10474.757240000326,4557.046199999604,19327.819599999202,883.6
1772708882,5,,Aggregated,0.200000,0.000000,8600,12000,12000,19000,19000,19000,19000,19000,19000,19000,19000,5,0,8600.0,10474.757240000326,4557.046199999604,19327.819599999202,883.6
1772708883,5,,Aggregated,0.200000,0.000000,8600,12000,12000,19000,19000,19000,19000,19000,19000,19000,19000,5,0,8600.0,10474.757240000326,4557.046199999604,19327.819599999202,883.6
1772708884,5,,Aggregated,0.200000,0.000000,8600,12000,12000,19000,19000,19000,19000,19000,19000,19000,19000,5,0,8600.0,10474.757240000326,4557.046199999604,19327.819599999202,883.6
1772708885,5,,Aggregated,0.200000,0.000000,8600,12000,12000,19000,19000,19000,19000,19000,19000,19000,19000,5,0,8600.0,10474.757240000326,4557.046199999604,19327.819599999202,883.6
1772708886,5,,Aggregated,0.200000,0.000000,8600,12000,12000,19000,19000,19000,19000,19000,19000,19000,19000,5,0,8600.0,10474.757240000326,4557.046199999604,19327.819599999202,883.6
1772708887,5,,Aggregated,0.200000,0.000000,8600,12000,12000,19000,19000,19000,19000,19000,19000,19000,19000,5,0,8600.0,10474.757240000326,4557.046199999604,19327.819599999202,883.6
1772708888,5,,Aggregated,0.200000,0.000000,8600,12000,12000,19000,19000,19000,19000,19000,19000,19000,19000,5,0,8600.0,10474.757240000326,4557.046199999604,19327.819599999202,883.6
1772708889,5,,Aggregated,0.200000,0.000000,12000,15000,19000,19000,28000,28000,28000,28000,28000,28000,28000,7,0,12000.0,13649.94602857145,4557.046199999604,27999.420799998916,1790.857142857143
1772708890,5,,Aggregated,0.200000,0.000000,12000,15000,19000,19000,28000,28000,28000,28000,28000,28000,28000,7,0,12000.0,13649.94602857145,4557.046199999604,27999.420799998916,1790.857142857143
1772708891,5,,Aggregated,0.200000,0.000000,12000,15000,19000,19000,28000,28000,28000,28000,28000,28000,28000,7,0,12000.0,13649.94602857145,4557.046199999604,27999.420799998916,1790.857142857143
1772708892,5,,Aggregated,0.200000,0.000000,12000,15000,19000,19000,28000,28000,28000,28000,28000,28000,28000,7,0,12000.0,13649.94602857145,4557.046199999604,27999.420799998916,1790.857142857143
